accession,name,ftp_path
GCA_025448175.1,GCA_025448175.1 ASM2544817v1 Aronia arbutifolia,
GCA_012978445.1,GCA_012978445.1 ASM1297844v1 Dipteryx alata,
GCA_000582825.1,GCA_000582825.1 Hordeum_pubiflorum_assembly1 Hordeum pubiflorum,
GCA_000511995.1,GCA_000511995.1 FNU_r1.1 Fragaria nubicola,
GCA_000512025.1,GCA_000512025.1 FNI_r1.1 Fragaria nipponica,
GCA_025802435.1,GCA_025802435.1 ASM2580243v1 Magnolia virginiana,
GCA_037834515.1,GCA_037834515.1 KNA_Les_cu_1 Lespedeza cuneata,
GCA_037974815.1,GCA_037974815.1 ASM3797481v1 Kaempferia elegans,
GCA_004151065.3,GCA_004151065.3 LarixSibirica0.16 Larix sibirica,
GCA_025212335.1,GCA_025212335.1 ASM2521233v1 Chlorophytum comosum,
GCA_031762755.1,GCA_031762755.1 ASM3176275v1 Hyacinthus orientalis,
GCA_020138205.1,GCA_020138205.1 ASM2013820v1 Tilia amurensis,
GCA_001562795.1,GCA_001562795.1 VitisNorton_MSU1.0 Vitis aestivalis,
GCA_031763035.1,GCA_031763035.1 ASM3176303v1 Lilium candidum,
GCA_037974795.1,GCA_037974795.1 ASM3797479v1 Kaempferia galanga,
GCA_900070015.1,GCA_900070015.1 Hordeum_bulbosum_assembly1 Hordeum bulbosum,
GCA_003546025.1,GCA_003546025.1 ASBRC_Ckan_1.0 Cinnamomum micranthum f. kanehirae,
GCA_903798275.1,GCA_903798275.1 FRAX16-0.1 Fraxinus angustifolia subsp. syriaca,
GCA_900406315.1,GCA_900406315.1 Biscutella longifolia Biscutella laevigata subsp. laevigata,
GCA_949592205.1,GCA_949592205.1 Humb_v1 Helichrysum umbraculigerum,
GCA_947685225.1,GCA_947685225.1 Gn-TARS1881-DRAFT-NextGenCassava-1.0 Garcia nutans,
GCA_037013595.1,GCA_037013595.1 Dgu_HS1_HYBRID_SCAFFOLD Dicorynia guianensis,
GCA_026686845.1,GCA_026686845.1 LRSV_Adepav_v1 Adenanthera pavonina,
GCA_029784005.1,GCA_029784005.1 LspMR_v1 Lenwebbia sp. NSW1173648,
GCA_029884605.1,GCA_029884605.1 ASM2988460v1 Ormosia emarginata,
GCA_039880935.1,GCA_039880935.1 UCD_Sdiv_1.0 Streptanthus diversifolius,
GCA_040436625.1,GCA_040436625.1 ISCPUB_C3_hap1 Ischnosiphon puberulus,
GCA_032878915.1,GCA_032878915.1 ASM3287891v1 Castanopsis chinensis,
GCA_945859875.1,GCA_945859875.1 Cuscuta europea Cuscuta europaea,
GCA_037013555.1,GCA_037013555.1 HS1_Sru_omap1_HYBRID_SCAFFOLD Sextonia rubra,
GCA_036873135.1,GCA_036873135.1 UMN_ClXant_1.0 Clarkia xantiana subsp. parviflora,
GCA_019915205.1,GCA_019915205.1 ASM1991520v1 Eucalyptus rudis,
GCA_033439265.1,GCA_033439265.1 DSuf Dillenia suffruticosa,
GCA_040259375.1,GCA_040259375.1 ASM4025937v1 Cochlearia groenlandica,
GCA_947683425.1,GCA_947683425.1 Ec-NTBG880627-DRAFT-NextGenCassava-1.0 Excoecaria cochinchinensis,
GCA_022829125.1,GCA_022829125.1 ASM2282912v1 Lathyrus tuberosus,
GCA_963924115.1,GCA_963924115.1 Dovyalis_caffra_ICRAF-04990_whole_genome_sequence Dovyalis caffra,
GCA_033992175.1,GCA_033992175.1 SCre Spiraea crenata,
GCA_028749325.2,GCA_028749325.2 ASM2874932v2 Caryopteris x clandonensis,
GCA_033032865.1,GCA_033032865.1 UVIE_Dinc_1.0 Dactylorhiza incarnata,
GCA_026586105.1,GCA_026586105.1 ASM2658610v1 Hylodesmum podocarpum,
GCA_947069175.1,GCA_947069175.1 scalesia_atractyloides_v1 Scalesia atractyloides,
GCA_900406565.1,GCA_900406565.1 ASM90040656v1 Turritis glabra,
GCA_021437785.1,GCA_021437785.1 Rpsi_v1 Rhodomyrtus psidioides,
GCA_030449925.1,GCA_030449925.1 ASM3044992v1 Citropsis articulata,
GCA_024447775.1,GCA_024447775.1 MSU_CaCris_1.0 Carex cristatella,
GCA_021901955.1,GCA_021901955.1 ASM2190195v1 Brassica balearica,
GCA_940586395.1,GCA_940586395.1 Boerner_haplotype_BoeCin Vitis riparia x Vitis cinerea,
GCA_900116095.1,GCA_900116095.1 Euclidium_syriacum.MPIPZ.v1 Euclidium syriacum,
GCA_040182545.1,GCA_040182545.1 USFQ_Vflori_1 Vaccinium floribundum,
GCA_004919715.1,GCA_004919715.1 ASM491971v1 Linderniella brevidens,
GCA_024447665.1,GCA_024447665.1 MSU_JuInfl_1.0 Juncus inflexus,
GCA_945859915.1,GCA_945859915.1 ASM94585991v1 Cuscuta epithymum,
GCA_902712375.1,GCA_902712375.1 D_dumetorum_v1.0 Dioscorea dumetorum,
GCA_030449905.1,GCA_030449905.1 ASM3044990v1 Luvunga scandens,
GCA_900108845.1,GCA_900108845.1 Conringia_planisiliqua.v1 Conringia planisiliqua,
GCA_961763995.1,GCA_961763995.1 jcinerea.fasta.gz Juglans cinerea,
GCA_026120185.1,GCA_026120185.1 UniT_Voth_1.1 Voacanga thouarsii,
GCA_019022655.1,GCA_019022655.1 ASM1902265v1 Acacia acuminata,
GCA_021437795.1,GCA_021437795.1 Rrub_v1 Rhodamnia rubescens,
GCA_019656295.1,GCA_019656295.1 RRI_r1.1 Rhododendron mucronatum var. ripense,
GCA_033239525.1,GCA_033239525.1 ASM3323952v1 Nepenthes gracilis,
GCA_019739055.1,GCA_019739055.1 v1 Passiflora organensis,
GCA_947683625.1,GCA_947683625.1 Mn-MIA8875-DRAFT-NextGenCassava-1.0 Mallotus nudiflorus,
GCA_037126225.1,GCA_037126225.1 ASM3712622v1 Dillenia turbinata,
GCA_027704865.1,GCA_027704865.1 ASM2770486v1 Solanum neorickii,
GCA_946122785.1,GCA_946122785.1 Linum_tenue_thrum_v1 Linum tenue,
GCA_027704785.1,GCA_027704785.1 ASM2770478v1 Solanum chmielewskii,
GCA_028392965.1,GCA_028392965.1 V1.4 Lindernia subracemosa,
GCA_947646795.1,GCA_947646795.1 BlomONT_v1.0 Beta lomatogona,
GCA_034509735.1,GCA_034509735.1 ASM3450973v1 Sesamum alatum,
GCA_947687595.1,GCA_947687595.1 Ca-MOBOT1996-3422-1-DRAFT-NextGenCassava-1.0 Cnidoscolus aconitifolius,
GCA_019202695.1,GCA_019202695.1 EIMB_PSib_M29_1.0 Populus x sibirica,
GCA_026901365.1,GCA_026901365.1 ASM2690136v1 Sesbania bispinosa,
GCA_025563575.1,GCA_025563575.1 ASM2556357v1 Acacia pycnantha,
GCA_024447655.1,GCA_024447655.1 MSU_CaScop_1.0 Carex scoparia,
GCA_026541065.1,GCA_026541065.1 ASM2654106v1 Canavalia ensiformis,
GCA_021234155.1,GCA_021234155.1 ASM2123415v1 Isoetes taiwanensis,
GCA_945779075.1,GCA_945779075.1 brassica_incana.om Brassica incana,
GCA_024733475.1,GCA_024733475.1 NTU_Sgrande_1.0 Syzygium grande,
GCA_018342035.1,GCA_018342035.1 IUB_Sapp_1.0 Solanum appendiculatum,
GCA_016801875.1,GCA_016801875.1 ASM1680187v1 Solanum sitiens,
GCA_900406555.1,GCA_900406555.1 ASM90040655v1 Pseudoturritis turrita,
GCA_947648045.1,GCA_947648045.1 BcorONT_v1.0 Beta corolliflora,
GCA_024138025.1,GCA_024138025.1 Combretum micranthum_SMRT Combretum micranthum,
GCA_008635985.1,GCA_008635985.1 FER_r1.1 Ficus erecta,
GCA_030278955.1,GCA_030278955.1 ASM3027895v1 Hygrophila difformis,
GCA_947687605.1,GCA_947687605.1 Rt-PI112679-DRAFT-NextGenCassava-1.0 Reutealis trisperma,
GCA_018135685.1,GCA_018135685.1 ASM1813568v1 Themeda triandra,
GCA_040114295.1,GCA_040114295.1 Piosella_PH70_1.0 Pilosella piloselloides,
GCA_037126765.1,GCA_037126765.1 ASM3712676v1 Stenogyne calaminthoides,
GCA_034509725.1,GCA_034509725.1 ASM3450972v1 Sesamum angolense,
GCA_016808115.1,GCA_016808115.1 Tetrastigma_voinierianum_v1 Tetrastigma voinierianum,
GCA_040286105.1,GCA_040286105.1 ASM4028610v1 Sesamum latifolium,
GCA_027704805.1,GCA_027704805.1 ASM2770480v1 Solanum corneliomulleri,
GCA_029747015.1,GCA_029747015.1 UA_SGP5p_2 Carnegiea gigantea,
GCA_040285715.1,GCA_040285715.1 ASM4028571v1 Sesamum calycinum,
GCA_022495995.1,GCA_022495995.1 ASM2249599v1 Adenophora triphylla var. japonica,
GCA_029216955.1,GCA_029216955.1 ASM2921695v1 Iris pallida,
GCA_040285695.1,GCA_040285695.1 ASM4028569v1 Sesamum angustifolium,
GCA_033356055.1,GCA_033356055.1 Capu_genome Carex pumila,
GCA_036785485.1,GCA_036785485.1 ASM3678548v1 Physcomitrellopsis africana,
GCA_902728155.2,GCA_902728155.2 Merr_genes Microthlaspi erraticum,
GCA_033070095.1,GCA_033070095.1 ASM3307009v1 Escallonia herrerae,
GCA_023531295.1,GCA_023531295.1 Yrk_Parm_ont_1 Papaver armeniacum,
GCA_031894775.1,GCA_031894775.1 ASM3189477v1 Chloris gayana,
GCA_040207345.1,GCA_040207345.1 Final_corrected_assemly_genome Lepidium apetalum,
GCA_015847255.1,GCA_015847255.1 Hd-A1025-Draft-PanAnd-1.0 Hyparrhenia diplandra,
GCA_033065855.1,GCA_033065855.1 ASM3306585v1 Escallonia rubra,
GCA_002896215.2,GCA_002896215.2 S2Drd065_v0.5 Cicer echinospermum,
GCA_020465985.1,GCA_020465985.1 ASM2046598v1 Centrapalus pauciflorus,
GCA_032618575.1,GCA_032618575.1 ASM3261857v1 Nicotiana noctiflora,
GCA_015844335.1,GCA_015844335.1 Cs-A1013-Draft-PanAnd-1.0 Chrysopogon serrulatus,
GCA_037974295.1,GCA_037974295.1 ASM3797429v1 Cicer cuneatum,
GCA_029817735.1,GCA_029817735.1 ASM2981773v1 Melastoma sanguineum,
GCA_023213415.1,GCA_023213415.1 ASM2321341v1 Bruguiera cylindrica,
GCA_006891605.1,GCA_006891605.1 SU_Pschr_1.0 Pleurozium schreberi,
GCA_928212115.1,GCA_928212115.1 Lvir_assembly_v4 Lactuca virosa,
GCA_025461045.1,GCA_025461045.1 ASM2546104v1 Carex parvula,
GCA_018901945.1,GCA_018901945.1 ASM1890194v1 Pugionium dolabratum,
GCA_905132885.1,GCA_905132885.1 Moricandia_moricandioides_assemly Moricandia moricandioides,
GCA_023531105.1,GCA_023531105.1 Yrk_Patl_10X_1 Papaver atlanticum,
GCA_010665285.1,GCA_010665285.1 ASM1066528v1 Linum bienne,
GCA_003254865.1,GCA_003254865.1 ASM325486v1 Dryas drummondii,
GCA_003255065.1,GCA_003255065.1 ASM325506v1 Cercis canadensis,
GCA_005191435.1,GCA_005191435.1 ASM519143v1 Raddia distichophylla,
GCA_905132765.1,GCA_905132765.1 Moricandia_arvensis_assemly Moricandia arvensis,
GCA_039602395.1,GCA_039602395.1 SBBG_Deinvi_1.0 Deinandra increscens subsp. villosa,
GCA_002933915.1,GCA_002933915.1 ASM293391v1 Eutrema heterophyllum,
GCA_003254975.1,GCA_003254975.1 ASM325497v1 Ochetophila trinervis,
GCA_026898415.1,GCA_026898415.1 MSU_Leonotis_leonurus_v1.0 Leonotis leonurus,
GCA_023531435.1,GCA_023531435.1 Yrk_Pca_10X_1 Papaver californicum,
GCA_027742795.1,GCA_027742795.1 ASM2774279v1 Vigna hirtella,
GCA_028386065.3,GCA_028386065.3 ASM2838606v3 Turnera subulata,
GCA_003255005.1,GCA_003255005.1 ASM325500v1 Begonia fuchsioides,
GCA_002914805.1,GCA_002914805.1 PanWU01x14_asm01 Parasponia andersonii,
GCA_037974755.1,GCA_037974755.1 ASM3797475v1 Cicer yamashitae,
GCA_900406495.1,GCA_900406495.1 ASM90040649v1 Sisymbrium altissimum,
GCA_022059055.1,GCA_022059055.1 Vitis_cinerea_B9 Vitis cinerea,
GCA_037974835.1,GCA_037974835.1 ASM3797483v1 Cicer judaicum,
GCA_022085475.1,GCA_022085475.1 ASM2208547v1 Heliosperma pusillum,
GCA_002762385.1,GCA_002762385.1 Himp0.1 Handroanthus impetiginosus,
GCA_024699675.1,GCA_024699675.1 UWA_Aant_1.0 Amphibolis antarctica,
GCA_900406405.1,GCA_900406405.1 ASM90040640v1 Lepidium africanum,
GCA_003254905.1,GCA_003254905.1 ASM325490v1 Nissolia schottii,
GCA_014898725.1,GCA_014898725.1 JACO_1.0 Jacaranda copaia,
GCA_002933935.1,GCA_002933935.1 ASM293393v1 Eutrema yunnanense,
GCA_027743565.1,GCA_027743565.1 ASM2774356v1 Vigna trinervia,
GCA_022058775.1,GCA_022058775.1 Chambourcin Vitis hybrid cultivar,
GCA_003254885.1,GCA_003254885.1 ASM325488v1 Purshia tridentata,
GCA_036023075.1,GCA_036023075.1 ASM3602307v1 Gaultheria prostrata,
GCA_946598075.1,GCA_946598075.1 Wild Jack Artocarpus hirsutus,
GCA_005239505.1,GCA_005239505.1 ASM523950v1 Nicotiana paniculata,
GCA_003123845.1,GCA_003123845.1 ASM312384v1 Juglans microcarpa,
GCA_001602315.1,GCA_001602315.1 ASM160231v1 Zoysia pacifica,
GCA_900406395.1,GCA_900406395.1 ASM90040639v1 Kernera saxatilis,
GCA_900406535.1,GCA_900406535.1 ASM90040653v1 Raparia bulbosa,
GCA_022058835.1,GCA_022058835.1 Jaeger_70 Vitis aestivalis var. linsecomii x Vitis rupestris,
GCA_005239525.1,GCA_005239525.1 ASM523952v1 Nicotiana knightiana,
GCA_003254925.1,GCA_003254925.1 ASM325492v1 Chamaecrista fasciculata,
GCA_001687025.1,GCA_001687025.1 ASM168702v1 Chenopodium suecicum,
GCA_900406435.1,GCA_900406435.1 ASM90040643v1 Lepidium aucheri,
GCA_037974625.1,GCA_037974625.1 ASM3797462v1 Cucumis cinereus,
GCA_003260655.2,GCA_003260655.2 B_cretica_A_v2 Brassica cretica,
GCA_037974735.1,GCA_037974735.1 ASM3797473v1 Cicer chorassanicum,
GCA_036250405.1,GCA_036250405.1 rap1645 Solanum raphanifolium,
GCA_019656275.1,GCA_019656275.1 RKI_r1.0 Rhododendron kiyosumense,
GCA_029582725.1,GCA_029582725.1 chq2573 Solanum chiquidenum,
GCA_029582625.1,GCA_029582625.1 blv1353 Solanum boliviense,
GCA_029582685.1,GCA_029582685.1 pur1868 Solanum piurae,
GCA_037974775.1,GCA_037974775.1 ASM3797477v1 Cicer pinnatifidum,
GCA_947857235.1,GCA_947857235.1 Jp-NYBG654-70B-DRAFT-NextGenCassava-1.0 Jatropha podagrica,
GCA_029582545.1,GCA_029582545.1 lgl2830 Solanum lignicaule,
GCA_948099535.1,GCA_948099535.1 Jm-MOBOT1985-0884-1-DRAFT-NextGenCassava-1.0 Jatropha multifida,
GCA_029582585.1,GCA_029582585.1 buk0368 Solanum bukasovii,
GCA_037974875.1,GCA_037974875.1 ASM3797487v1 Cicer bijugum,
GCA_029582525.1,GCA_029582525.1 tcn8663 Solanum tacnaense,
GCA_029582215.1,GCA_029582215.1 spl0147 Solanum sparsipilum,
GCA_949677035.1,GCA_949677035.1 Od-MOBOT-1997-2689-1-DRAFT-NextGenCassava-1.0 Omphalea diandra,
GCA_029582405.1,GCA_029582405.1 S15 Solanum gandarillasii,
GCA_029582605.1,GCA_029582605.1 grc1498 Solanum gracilifrons,
GCA_029582445.1,GCA_029582445.1 pcs2126 Solanum paucissectum,
GCA_949630135.1,GCA_949630135.1 SAMN08770980-DRAFT-NextGenCassava-1.0 Balakata baccata,
GCA_029582385.1,GCA_029582385.1 S12 Solanum tarijense,
GCA_029582565.1,GCA_029582565.1 ifd1359 Solanum infundibuliforme,
GCA_029582645.1,GCA_029582645.1 mga1403 Solanum megistacrolobum,
GCA_036897095.1,GCA_036897095.1 ASM3689709v1 Plantago elongata,
GCA_900406275.1,GCA_900406275.1 ASM90040627v1 Anastatica hierochuntica,
GCA_903798385.1,GCA_903798385.1 FRAX31-0.1 Fraxinus cuspidata,
GCA_028571225.1,GCA_028571225.1 ASM2857122v1 Parsonsia alboflavescens,
GCA_903798255.1,GCA_903798255.1 FRAX11-0.1 Fraxinus quadrangulata,
GCA_029582485.1,GCA_029582485.1 trp2833 Solanum tarapatanum,
GCA_017140935.1,GCA_017140935.1 Hvir_nuclei_sn_run2_2 Hamamelis virginiana,
GCA_027563885.1,GCA_027563885.1 ASM2756388v1 Erythroxylum longipes,
GCA_027563595.1,GCA_027563595.1 ASM2756359v1 Erythroxylum suave,
GCA_025774065.1,GCA_025774065.1 ASM2577406v1 Solanum ossicruentum,
GCA_026153255.1,GCA_026153255.1 ASM2615325v1 Solanum medicagineum,
GCA_037176905.1,GCA_037176905.1 ASM3717690v1 Azolla pinnata,
GCA_037833695.1,GCA_037833695.1 ASM3783369v1 Sechiopsis laciniata,
GCA_014898755.1,GCA_014898755.1 HAGU_1.0 Handroanthus guayacan,
GCA_027575705.1,GCA_027575705.1 ASM2757570v1 Erythroxylum echinodendron,
GCA_037832605.1,GCA_037832605.1 ASM3783260v1 Cyclanthera cordifolia,
GCA_025629805.1,GCA_025629805.1 ASM2562980v1 Erythroxylum baracoense,
GCA_034768845.1,GCA_034768845.1 ASM3476884v1 Heliamphora exappendiculata,
GCA_025593235.1,GCA_025593235.1 ASM2559323v1 Vachellia pachyceras,
GCA_038382645.1,GCA_038382645.1 ASM3838264v1 Spergularia azorica,
GCA_027576715.1,GCA_027576715.1 ASM2757671v1 Erythroxylum flavicans,
GCA_900406425.1,GCA_900406425.1 ASM90040642v1 Iberis pinnata,
GCA_036897365.1,GCA_036897365.1 ASM3689736v1 Geranium brycei,
GCA_900406245.1,GCA_900406245.1 Illumina short-read assembly of Alyssum argenteum Odontarrhena argentea,
GCA_900322385.1,GCA_900322385.1 ASM90032238v1 Pharnaceum exiguum,
GCA_903798345.1,GCA_903798345.1 FRAX27-0.1 Fraxinus anomala,
GCA_036897485.1,GCA_036897485.1 ASM3689748v1 Pelargonium nanum,
GCA_024699735.1,GCA_024699735.1 UWA_Paus_1.0 Posidonia australis,
GCA_026212285.1,GCA_026212285.1 INECOL_Bcun_1.0 Bursera cuneata,
GCA_037832685.1,GCA_037832685.1 ASM3783268v1 Sicyos baderoa,
GCA_027568895.1,GCA_027568895.1 ASM2756889v1 Erythroxylum shatona,
GCA_032718425.1,GCA_032718425.1 ASM3271842v1 Saxifraga oppositifolia,
GCA_014843705.1,GCA_014843705.1 ASM1484370v1 Euphrasia arctica,
GCA_026225775.1,GCA_026225775.1 INECOL_Bpal_1.0 Bursera palmeri,
GCA_032270985.1,GCA_032270985.1 ASM3227098v1 Heliamphora pulchella,
GCA_025802335.1,GCA_025802335.1 ASM2580233v1 Pinguicula primuliflora,
GCA_026413385.1,GCA_026413385.1 ASM2641338v1 Erythroxylum gracilipes,
GCA_026770405.1,GCA_026770405.1 ASM2677040v1 Erythroxylum engleri,
GCA_900406295.1,GCA_900406295.1 Alyssum saxatile Aurinia saxatilis,
GCA_027563575.1,GCA_027563575.1 ASM2756357v1 Erythroxylum pedicellare,
GCA_901111285.1,GCA_901111285.1 Corrigiola_litoralis_v1 Corrigiola litoralis,
GCA_032355605.1,GCA_032355605.1 ASM3235560v1 Rubia tinctorum,
GCA_025504915.1,GCA_025504915.1 ASM2550491v1 Erythroxylum reticulatum,
GCA_006871305.1,GCA_006871305.1 Vcoll-BR_v1 Vachellia collinsii,
GCA_949673415.1,GCA_949673415.1 SAMN08770453-DRAFT-NextGenCassava-1.0 Euphorbia schlechtendalii,
GCA_027123425.1,GCA_027123425.1 ASM2712342v1 Erythroxylum panamense,
GCA_025629845.1,GCA_025629845.1 ASM2562984v1 Erythroxylum squamatum,
GCA_025629825.1,GCA_025629825.1 ASM2562982v1 Erythroxylum guanchezii,
GCA_027478495.1,GCA_027478495.1 ASM2747849v1 Erythroxylum alaternifolium,
GCA_900406345.1,GCA_900406345.1 ASM90040634v1 Erysimum cheiri,
GCA_903798405.1,GCA_903798405.1 FRAX33-0.1 Fraxinus platypoda,
GCA_035590515.1,GCA_035590515.1 ASM3559051v1 Trichilia minutiflora,
GCA_025447715.1,GCA_025447715.1 ASM2544771v1 Asclepias incarnata,
GCA_009849685.1,GCA_009849685.1 ASM984968v1 Solanum x juzepczukii,
GCA_903798335.1,GCA_903798335.1 FRAX26-0.1 Fraxinus albicans,
GCA_900406325.1,GCA_900406325.1 ASM90040632v1 Erucastrum elatum,
GCA_027568935.1,GCA_027568935.1 ASM2756893v1 Erythroxylum urbanii,
GCA_026284645.1,GCA_026284645.1 ASM2628464v1 Erythroxylum acuminatum,
GCA_947644855.1,GCA_947644855.1 Bmrh_v1.0 Beta macrorhiza,
GCA_035583425.1,GCA_035583425.1 ASM3558342v1 Marsdenia floribunda,
GCA_026546835.1,GCA_026546835.1 ASM2654683v1 Erythroxylum foetidum,
GCA_027563865.1,GCA_027563865.1 ASM2756386v1 Erythroxylum pelleterianum,
GCA_027563845.1,GCA_027563845.1 ASM2756384v1 Erythroxylum subrotundum,
GCA_009849805.1,GCA_009849805.1 ASM984980v1 Solanum ahanhuiri,
GCA_024703695.1,GCA_024703695.1 ASM2470369v1 Erythroxylum cataractarum,
GCA_025531955.1,GCA_025531955.1 ASM2553195v1 Erythroxylum orinocense,
GCA_027564395.1,GCA_027564395.1 ASM2756439v1 Erythroxylum ulei,
GCA_037177275.1,GCA_037177275.1 ASM3717727v1 Acacia concinna,
GCA_903798235.1,GCA_903798235.1 FRAX07-0.1 Fraxinus ornus,
GCA_903798355.1,GCA_903798355.1 FRAX28-0.1 Fraxinus baroniana,
GCA_027564335.1,GCA_027564335.1 ASM2756433v1 Erythroxylum williamsii,
GCA_026546855.1,GCA_026546855.1 ASM2654685v1 Erythroxylum incrassatum,
GCA_034509125.1,GCA_034509125.1 ASM3450912v1 Monilaria moniliformis,
GCA_027478365.1,GCA_027478365.1 ASM2747836v1 Erythroxylum rufum,
GCA_024520975.1,GCA_024520975.1 ASM2452097v1 Erythroxylum areolatum,
GCA_025642025.1,GCA_025642025.1 ASM2564202v1 Rhododendron ferrugineum,
GCA_903798395.1,GCA_903798395.1 FRAX32-0.1 Fraxinus floribunda,
GCA_025531925.1,GCA_025531925.1 ASM2553192v1 Erythroxylum plowmanianum,
GCA_027563825.1,GCA_027563825.1 ASM2756382v1 Erythroxylum mucronatum,
GCA_038381775.1,GCA_038381775.1 ASM3838177v1 Adansonia rubrostipa,
GCA_027479065.1,GCA_027479065.1 ASM2747906v1 Erythroxylum brevipes,
GCA_903798325.1,GCA_903798325.1 FRAX25-0.1 Fraxinus xanthoxyloides,
GCA_903798295.1,GCA_903798295.1 FRAX23-0.1 Fraxinus nigra,
GCA_026284465.1,GCA_026284465.1 ASM2628446v1 Erythroxylum citrifolium,
GCA_038050645.1,GCA_038050645.1 ASM3805064v1 Hedychium gardnerianum,
GCA_903798375.1,GCA_903798375.1 FRAX30-0.1 Fraxinus sp. D2006-0159,
GCA_035590655.1,GCA_035590655.1 ASM3559065v1 Pouteria glomerata,
GCA_949671775.1,GCA_949671775.1 SAMN08770936-DRAFT-NextGenCassava-1.0 Mallotus repandus,
GCA_037974545.1,GCA_037974545.1 ASM3797454v1 Cucumis variabilis,
GCA_036897195.1,GCA_036897195.1 ASM3689719v1 Plantago coronopus,
GCA_028570905.1,GCA_028570905.1 ASM2857090v1 Dryas integrifolia,
GCA_025629785.1,GCA_025629785.1 ASM2562978v1 Erythroxylum oxycarpum,
GCA_027563915.1,GCA_027563915.1 ASM2756391v1 Erythroxylum rotundifolium,
GCA_028565015.1,GCA_028565015.1 ASM2856501v1 Pinguicula moranensis,
GCA_027568915.1,GCA_027568915.1 ASM2756891v1 Erythroxylum roraimae,
GCA_027576455.1,GCA_027576455.1 ASM2757645v1 Erythroxylum roigii,
GCA_026225755.1,GCA_026225755.1 INECOL_Bbip_1.0 Bursera bipinnata,
GCA_036897405.1,GCA_036897405.1 ASM3689740v1 Pelargonium myrrhifolium,
GCA_026770325.2,GCA_026770325.2 ASM2677032v2 Erythroxylum fimbriatum,
GCA_027563515.1,GCA_027563515.1 ASM2756351v1 Erythroxylum platyclados,
GCA_036897385.1,GCA_036897385.1 ASM3689738v1 Geranium incanum,
GCA_029294435.1,GCA_029294435.1 ASM2929443v1 Rosaceae sp.,
GCA_009849625.1,GCA_009849625.1 ASM984962v1 Solanum chaucha,
GCA_038382065.1,GCA_038382065.1 ASM3838206v1 Adansonia grandidieri,
GCA_025504935.2,GCA_025504935.2 ASM2550493v2 Erythroxylum haughtii,
GCA_035048345.1,GCA_035048345.1 ASM3504834v1 Echeveria elegans,
GCA_035221805.1,GCA_035221805.1 ASM3522180v1 Trichilia hirta,
GCA_025727855.1,GCA_025727855.1 ibira2.1 Dyckia ibiramensis,
GCA_038382025.1,GCA_038382025.1 ASM3838202v1 Adansonia gregorii,
GCA_027123465.1,GCA_027123465.1 ASM2712346v1 Erythroxylum coca,
GCA_026122645.1,GCA_026122645.1 ASM2612264v1 Dryas alaskensis,
GCA_032270445.1,GCA_032270445.1 ASM3227044v1 Darlingtonia californica,
GCA_035221335.1,GCA_035221335.1 ASM3522133v1 Echites panduratus,
GCA_029829435.1,GCA_029829435.1 ASM2982943v1 Erythroxylum hondense,
GCA_026413575.1,GCA_026413575.1 ASM2641357v1 Erythroxylum carthagenense,
GCA_027568955.1,GCA_027568955.1 ASM2756895v1 Erythroxylum tenue,
GCA_002740545.1,GCA_002740545.1 Lsch_v1.3 Lophocereus schottii,
GCA_900406415.1,GCA_900406415.1 ASM90040641v1 Isatis lusitanica,
GCA_038381835.1,GCA_038381835.1 ASM3838183v1 Adansonia madagascariensis,
GCA_027478405.1,GCA_027478405.1 ASM2747840v1 Erythroxylum cassinoides,
GCA_025762765.1,GCA_025762765.1 ASM2576276v1 Quercus bicolor,
GCA_032355705.1,GCA_032355705.1 ASM3235570v1 Rubia peregrina,
GCA_903798315.1,GCA_903798315.1 FRAX20-0.1 Fraxinus greggii,
GCA_900406355.1,GCA_900406355.1 ASM90040635v1 Erysimum pusillum,
GCA_903798365.1,GCA_903798365.1 FRAX29-0.1 Fraxinus sp. 1973-6204,
GCA_949640765.1,GCA_949640765.1 SAMN08770956-DRAFT-NextGenCassava-1.0 Croton laevigatus,
GCA_902829195.1,GCA_902829195.1 FRAX04-0.1 Fraxinus dipetala,
GCA_027123815.1,GCA_027123815.1 ASM2712381v1 Erythroxylum minutifolium,
GCA_025629945.1,GCA_025629945.1 ASM2562994v1 Erythroxylum savannarum,
GCA_036897545.1,GCA_036897545.1 ASM3689754v1 Pelargonium fulgidum,
GCA_032355405.1,GCA_032355405.1 ASM3235540v1 Rubia balearica,
GCA_028566215.1,GCA_028566215.1 ASM2856621v1 Silene coronaria,
GCA_026259685.1,GCA_026259685.1 ASM2625968v1 Tagetes patula,
GCA_029299655.1,GCA_029299655.1 ASM2929965v1 Poaceae sp.,
GCA_900406285.1,GCA_900406285.1 ASM90040628v1 Biscutella auriculata,
GCA_013358455.1,GCA_013358455.1 MaSuRCA_all.p2 Thalictrum thalictroides,
GCA_001282645.1,GCA_001282645.1 BoeWGS1.0 Vitis cinerea x Vitis riparia,
GCA_036897425.1,GCA_036897425.1 ASM3689742v1 Erodium trifolium,
GCA_037177295.1,GCA_037177295.1 ASM3717729v1 Kaempferia parviflora,
GCA_029582345.1,GCA_029582345.1 B1595106 Solanum oplocense x Solanum tuberosum,
GCA_037834155.1,GCA_037834155.1 ASM3783415v1 Curcuma caesia,
GCA_949673435.1,GCA_949673435.1 SAMN08770805-DRAFT-NextGenCassava-1.0 Macaranga tanarius,
